HotelId,RoomCode,MealPlan,Occupancy,Date,Price,MinLOS,MaxLOS,StopSell,Alloc
HG_001,DBL,RO,ADL-1,2026-06-01,71.44,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-02,68.37,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-03,68.61,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-04,69.53,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-05,68.27,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-06,88.23,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-07,92.23,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-08,70.20,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-09,70.65,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-10,70.51,1,21,true,0
HG_001,DBL,RO,ADL-1,2026-06-11,69.43,1,21,true,0
HG_001,DBL,RO,ADL-1,2026-06-12,71.09,1,21,true,0
HG_001,DBL,RO,ADL-1,2026-06-13,88.55,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-14,89.13,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-15,81.17,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-16,80.72,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-17,81.41,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-18,81.56,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-19,78.99,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-20,100.53,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-21,101.99,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-22,78.68,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-23,78.23,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-24,80.92,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-25,81.49,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-26,80.97,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-27,101.47,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-28,99.00,1,21,false,2
HG_001,DBL,RO,ADL-1,2026-06-29,78.75,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-01,78.85,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-05-02,100.89,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-05-03,100.28,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-05-04,79.16,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-05,78.20,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-06,79.22,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-07,80.83,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-08,79.88,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-09,98.48,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-10,100.76,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-11,80.78,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-12,81.47,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-13,79.91,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-14,80.20,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-15,80.46,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-16,108.56,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-17,107.41,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-18,89.68,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-19,91.52,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-20,88.23,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-21,88.22,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-05-22,91.98,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-05-23,110.53,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-05-24,111.14,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-25,89.96,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-26,90.12,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-27,88.57,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-28,91.97,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-29,89.72,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-30,112.32,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-05-31,118.83,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-01,101.46,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-02,98.27,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-03,99.00,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-04,98.68,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-05,102.09,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-06,119.25,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-07,120.91,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-08,98.82,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-09,101.39,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-10,101.28,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-06-11,102.40,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-06-12,100.01,1,21,true,0
HG_001,SGL,RO,ADL-1,2026-06-13,122.36,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-14,120.43,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-15,111.90,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-16,107.66,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-17,108.36,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-18,107.59,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-19,110.72,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-20,132.86,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-21,130.59,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-22,110.16,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-23,109.02,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-24,110.69,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-25,112.58,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-26,107.52,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-27,128.00,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-28,132.73,1,21,false,2
HG_001,SGL,RO,ADL-1,2026-06-29,108.50,1,21,false,2
HG_002,DBL,RO,ADL-1,2026-05-01,72.10,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-02,92.72,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-03,88.64,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-04,71.39,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-05,67.71,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-06,67.88,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-07,69.39,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-08,69.19,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-09,91.38,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-10,92.05,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-11,69.77,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-12,68.43,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-13,71.46,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-14,70.89,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-15,70.31,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-16,101.61,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-17,102.85,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-18,82.72,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-19,79.37,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-20,78.55,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-21,82.17,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-22,82.61,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-23,100.35,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-24,102.07,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-25,79.07,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-26,80.81,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-27,80.78,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-28,80.99,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-29,81.53,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-30,98.47,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-05-31,113.19,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-01,88.88,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-02,89.79,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-03,87.40,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-04,91.43,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-05,89.04,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-06,108.28,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-07,109.28,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-08,88.38,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-09,90.72,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-10,90.69,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-11,90.42,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-12,92.10,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-13,113.66,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-14,107.89,2,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-15,100.63,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-16,99.17,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-17,101.41,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-18,97.45,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-19,98.75,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-20,120.50,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-21,119.09,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-22,96.53,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-23,100.09,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-24,100.91,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-25,100.98,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-26,102.59,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-27,115.93,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-28,116.84,1,21,false,3
HG_002,DBL,RO,ADL-1,2026-06-29,103.32,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-01,70.51,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-02,87.61,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-03,91.44,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-04,70.46,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-05,70.74,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-06,67.93,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-07,68.69,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-08,70.54,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-09,88.95,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-10,86.86,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-11,71.69,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-12,68.51,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-13,71.43,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-14,70.64,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-15,70.40,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-16,96.53,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-17,96.53,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-18,77.65,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-19,79.02,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-20,77.66,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-21,79.67,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-22,80.89,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-23,101.02,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-24,98.56,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-25,78.29,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-26,79.72,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-27,80.34,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-28,78.39,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-29,80.92,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-30,97.30,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-05-31,112.67,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-01,90.43,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-02,91.83,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-03,88.96,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-04,91.06,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-05,89.65,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-06,106.49,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-07,110.87,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-08,91.00,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-09,86.93,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-10,91.26,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-11,89.15,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-12,88.33,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-13,109.06,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-14,113.12,2,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-15,100.89,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-16,96.84,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-17,98.89,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-18,102.83,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-19,96.79,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-20,121.75,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-21,120.01,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-22,98.74,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-23,96.71,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-24,96.52,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-25,100.21,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-26,98.74,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-27,122.58,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-28,117.74,1,21,false,3
HG_002,DBL,RO,ADL-2,2026-06-29,102.54,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-01,84.84,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-02,106.14,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-03,105.92,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-04,85.79,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-05,85.69,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-06,85.46,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-07,83.96,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-08,83.79,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-09,106.56,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-10,104.42,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-11,83.49,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-12,84.00,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-13,87.31,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-14,87.83,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-15,85.70,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-16,115.78,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-17,113.75,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-18,97.41,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-19,91.84,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-20,96.51,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-21,97.01,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-22,97.70,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-23,112.74,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-24,113.64,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-25,96.78,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-26,94.79,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-27,96.91,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-28,93.77,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-29,96.64,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-30,118.96,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-05-31,121.66,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-01,106.89,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-02,105.33,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-03,101.55,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-04,105.81,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-05,101.67,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-06,120.76,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-07,121.74,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-08,106.34,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-09,101.71,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-10,106.39,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-11,108.49,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-12,107.26,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-13,123.93,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-14,121.71,2,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-15,113.72,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-16,113.59,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-17,117.00,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-18,115.65,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-19,115.43,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-20,139.64,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-21,138.45,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-22,111.02,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-23,118.43,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-24,117.78,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-25,116.45,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-26,116.67,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-27,137.77,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-28,130.75,1,21,false,3
HG_002,DBL,BB,ADL-1,2026-06-29,117.40,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-01,84.56,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-02,105.10,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-03,102.34,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-04,83.03,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-05,87.73,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-06,86.85,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-07,84.83,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-08,82.89,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-09,106.89,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-10,105.37,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-11,82.91,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-12,85.24,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-13,82.86,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-14,85.47,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-15,86.79,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-16,115.15,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-17,118.73,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-18,94.90,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-19,96.84,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-20,95.33,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-21,92.13,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-22,97.75,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-23,117.97,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-24,116.21,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-25,97.13,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-26,92.58,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-27,97.93,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-28,94.89,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-29,97.30,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-30,116.71,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-05-31,124.19,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-01,106.45,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-02,102.03,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-03,105.51,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-04,103.20,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-05,105.98,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-06,128.21,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-07,127.00,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-08,107.80,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-09,104.54,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-10,108.03,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-11,106.46,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-12,103.56,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-13,128.78,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-14,123.80,2,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-15,111.89,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-16,118.94,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-17,118.28,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-18,115.43,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-19,117.29,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-20,130.52,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-21,132.82,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-22,111.06,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-23,117.04,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-24,111.97,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-25,115.95,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-26,115.90,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-27,137.26,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-28,135.55,1,21,false,3
HG_002,DBL,BB,ADL-2,2026-06-29,112.13,1,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-01,97.85,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-02,117.80,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-03,116.30,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-04,99.66,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-05,103.37,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-06,102.29,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-07,101.28,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-08,101.54,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-09,119.70,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-10,116.07,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-11,101.11,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-12,97.72,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-13,97.54,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-14,101.76,2,21,false,3
HG_002,SGL,RO,ADL-1,2026-05-15,101.05,2,21,false,3
